Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,dlPredict,dlResidual,drfPredict,drfResidual,gbmPredict,gbmResidual,glmPredict,glmResidual
638,7,1437894000000,0,0,0,0,0,0,d,a,10170,11,2001,0,,,,-70.35745306776516,70.35745306776516,0,0,142.2017267863812,-142.2017267863812,3441.845744203485,-3441.845744203485
639,7,1437894000000,0,0,0,0,0,0,a,a,7780,11,2006,0,,,,-38.30854728772465,38.30854728772465,0,0,119.4470742862286,-119.4470742862286,3396.798766718188,-3396.798766718188
644,7,1437894000000,0,0,0,0,0,0,c,a,4030,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",-13.647220216535061,13.647220216535061,0,0,-45.16478056501728,45.16478056501728,3284.3269772623316,-3284.3269772623316
645,7,1437894000000,0,0,0,0,0,0,a,a,90,,,1,45,2009,"Feb,May,Aug,Nov",-48.56943208385201,48.56943208385201,0,0,-15.611848064178048,15.611848064178048,3352.9280318683886,-3352.9280318683886
649,7,1437894000000,0,0,0,0,0,0,a,a,14570,11,2002,0,,,,47.06489405622597,-47.06489405622597,0,0,56.460121027714194,-56.460121027714194,3413.8050342444913,-3413.8050342444913
658,7,1437894000000,0,0,0,0,0,0,d,c,520,,,1,37,2009,"Jan,Apr,Jul,Oct",78.51267270158223,-78.51267270158223,0,0,89.23122101236004,-89.23122101236004,3511.3114914922917,-3511.3114914922917
659,7,1437894000000,0,0,0,0,0,0,d,a,1590,3,2012,0,,,,15.036816302498664,-15.036816302498664,0,0,57.11528604436535,-57.11528604436535,3459.0285528806853,-3459.0285528806853
670,7,1437894000000,0,0,0,0,0,0,a,a,2060,,,1,45,2009,"Feb,May,Aug,Nov",-26.217175613061045,26.217175613061045,0,0,55.82377367425579,-55.82377367425579,3358.427574264264,-3358.427574264264
674,7,1437894000000,0,0,0,0,0,0,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov",-135.4793994972306,135.4793994972306,0,0,40.57273071218151,-40.57273071218151,3271.7309394353942,-3271.7309394353942
677,7,1437894000000,0,0,0,0,0,0,d,a,1740,6,2014,1,45,2009,"Feb,May,Aug,Nov",158.89106491343318,-158.89106491343318,0,0,50.10898333001751,-50.10898333001751,3408.3135100502113,-3408.3135100502113
680,7,1437894000000,0,0,0,0,0,0,c,a,170,,,1,35,2012,"Mar,Jun,Sept,Dec",-326.7258108820315,326.7258108820315,0,0,-51.46156127046925,51.46156127046925,3319.8985688519315,-3319.8985688519315
682,7,1437894000000,6822,1188,1,0,0,0,b,a,150,9,2006,0,,,,7536.188309929117,-714.1883099291172,8740.52021484375,-1918.5202148437493,8162.490466765648,-1340.4904667656483,6473.157741348608,348.8422586513916
683,7,1437894000000,0,0,0,0,0,0,a,a,2850,7,2014,0,,,,-39.15323372266903,39.15323372266903,0,0,62.83007638860363,-62.83007638860363,3404.8954217780265,-3404.8954217780265
692,7,1437894000000,0,0,0,0,0,0,a,a,40,8,2001,0,,,,-309.02630986782515,309.02630986782515,0,0,18.645023397690238,-18.645023397690238,3382.764220361365,-3382.764220361365
702,7,1437894000000,0,0,0,0,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov",-49.54976045157582,49.54976045157582,0,0,82.1819865624966,-82.1819865624966,3364.0485989086446,-3364.0485989086446
711,7,1437894000000,0,0,0,0,0,0,d,a,17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",324.4724029788631,-324.4724029788631,0,0,96.40717350650448,-96.40717350650448,3373.3407618980273,-3373.3407618980273
716,7,1437894000000,0,0,0,0,0,0,d,a,3200,1,2008,1,22,2011,"Jan,Apr,Jul,Oct",-55.82482836915915,55.82482836915915,0,0,76.07744210172314,-76.07744210172314,3371.440213749447,-3371.440213749447
717,7,1437894000000,0,0,0,0,0,0,d,c,310,,,1,40,2011,"Jan,Apr,Jul,Oct",-111.5040212828062,111.5040212828062,0,0,58.161756090408744,-58.161756090408744,3499.8731888495095,-3499.8731888495095
719,7,1437894000000,0,0,0,0,0,0,c,c,8190,,,1,45,2009,"Feb,May,Aug,Nov",161.62427587248567,-161.62427587248567,0,0,167.50681029964107,-167.50681029964107,3519.024240118015,-3519.024240118015
720,7,1437894000000,0,0,0,0,0,0,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov",82.19648818817132,-82.19648818817132,0,0,109.04490839648861,-109.04490839648861,3437.148833394487,-3437.148833394487
722,7,1437894000000,0,0,0,0,0,1,a,a,50,,,0,,,,-220.86187170321045,220.86187170321045,0,0,-21.49422974180561,21.49422974180561,3652.7498856306775,-3652.7498856306775
723,7,1437894000000,0,0,0,0,0,0,d,c,5650,9,2008,1,5,2013,"Feb,May,Aug,Nov",99.93067303268799,-99.93067303268799,0,0,130.26304853666443,-130.26304853666443,3401.7371301105304,-3401.7371301105304
725,7,1437894000000,0,0,0,0,0,0,d,c,17540,6,2012,0,,,,221.15498944191495,-221.15498944191495,0,0,69.24230944324154,-69.24230944324154,3615.4788157918374,-3615.4788157918374
727,7,1437894000000,0,0,0,0,0,0,a,a,2050,3,2007,0,,,,-169.6525163530332,169.6525163530332,0,0,62.83007638860363,-62.83007638860363,3414.3370219207427,-3414.3370219207427
728,7,1437894000000,0,0,0,0,0,0,d,a,13990,,,1,14,2011,"Jan,Apr,Jul,Oct",17.427917375090146,-17.427917375090146,0,0,91.25318252254147,-91.25318252254147,3358.4131906148687,-3358.4131906148687
730,7,1437894000000,0,0,0,0,0,0,c,a,1190,9,2013,0,,,,-99.5330907246389,99.5330907246389,0,0,-12.157501168960152,12.157501168960152,3409.8410157042963,-3409.8410157042963
732,7,1437894000000,5399,623,1,0,0,0,a,c,35280,,,0,,,,5050.7442962073965,348.2557037926035,6315.351142578125,-916.3511425781253,5946.41588333953,-547.4158833395304,5816.518089712248,-417.5180897122482
734,7,1437894000000,0,0,0,0,0,0,a,a,220,,,1,36,2013,"Mar,Jun,Sept,Dec",-182.9170211032324,182.9170211032324,0,0,22.65420728135723,-22.65420728135723,3293.3722367878363,-3293.3722367878363
737,7,1437894000000,0,0,0,0,0,0,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",-267.0470151873169,267.0470151873169,0,0,14.476920179611625,-14.476920179611625,3305.7013634740433,-3305.7013634740433
745,7,1437894000000,0,0,0,0,0,0,a,a,17650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",292.92623714032743,-292.92623714032743,0,0,107.13073240924496,-107.13073240924496,3382.7004291507765,-3382.7004291507765
748,7,1437894000000,0,0,0,0,0,0,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",-55.816345710173664,55.816345710173664,0,0,76.07744210172314,-76.07744210172314,3343.415118049161,-3343.415118049161
752,7,1437894000000,0,0,0,0,0,0,a,a,970,3,2013,1,31,2013,"Feb,May,Aug,Nov",-110.79486232769159,110.79486232769159,0,0,69.35064785886425,-69.35064785886425,3310.7655570314673,-3310.7655570314673
754,7,1437894000000,0,0,0,0,0,0,c,c,380,5,2008,1,10,2014,"Mar,Jun,Sept,Dec",-282.84556914895165,282.84556914895165,0,0,45.42922747839111,-45.42922747839111,3379.2812392099295,-3379.2812392099295
758,7,1437894000000,0,0,0,0,0,0,a,c,19780,6,2008,0,,,,193.13231383008315,-193.13231383008315,0,0,74.90600735653061,-74.90600735653061,3577.1885910671263,-3577.1885910671263
761,7,1437894000000,0,0,0,0,0,0,a,a,2390,9,2012,0,,,,-91.33848200510874,91.33848200510874,0,0,44.74083393026012,-44.74083393026012,3392.434838196845,-3392.434838196845
770,7,1437894000000,0,0,0,0,0,0,a,c,100,4,2015,0,,,,104.1690756621565,-104.1690756621565,0,0,10.646773866898002,-10.646773866898002,3532.774348825129,-3532.774348825129
775,7,1437894000000,0,0,0,0,0,0,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct",-46.619871583103304,46.619871583103304,0,0,141.37249553907532,-141.37249553907532,3455.108315087098,-3455.108315087098
781,7,1437894000000,0,0,0,0,0,0,a,a,630,4,2007,0,,,,-171.90854216815387,171.90854216815387,0,0,14.019440225845756,-14.019440225845756,3405.1355483196094,-3405.1355483196094
782,7,1437894000000,0,0,0,0,0,0,c,c,5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct",36.76301513119233,-36.76301513119233,0,0,-52.24817866873127,52.24817866873127,3389.003143389651,-3389.003143389651
785,7,1437894000000,0,0,0,0,0,0,d,c,970,7,2005,1,31,2013,"Feb,May,Aug,Nov",-33.10451644356908,33.10451644356908,0,0,-23.738878794425545,23.738878794425545,3452.0732680770743,-3452.0732680770743
786,7,1437894000000,0,0,0,0,0,0,a,a,290,11,2006,1,5,2013,"Feb,May,Aug,Nov",19.320479203804098,-19.320479203804098,0,0,-23.547366090529977,23.547366090529977,3210.127555370651,-3210.127555370651
790,7,1437894000000,0,0,0,0,0,0,d,c,9070,12,2003,0,,,,-185.49118494545382,185.49118494545382,0,0,14.188357464558067,-14.188357464558067,3557.1125829549565,-3557.1125829549565
796,7,1437894000000,0,0,0,0,0,0,a,c,7180,11,2012,0,,,,146.81618464723124,-146.81618464723124,0,0,115.68274723697323,-115.68274723697323,3520.7154988789116,-3520.7154988789116
801,7,1437894000000,0,0,0,0,0,0,d,a,48330,4,2013,0,,,,-210.33138648245767,210.33138648245767,0,0,-10.176401503795205,10.176401503795205,3591.4459192878567,-3591.4459192878567
804,7,1437894000000,0,0,0,0,0,0,c,c,2100,,,1,1,2013,"Jan,Apr,Jul,Oct",-132.00619671726054,132.00619671726054,0,0,150.33050733018536,-150.33050733018536,3377.943812378129,-3377.943812378129
807,7,1437894000000,0,0,0,0,0,0,a,a,3870,4,2008,0,,,,-117.08987702629929,117.08987702629929,0,0,47.69784658361095,-47.69784658361095,3415.088939162495,-3415.088939162495
816,7,1437894000000,0,0,0,0,0,0,c,c,460,,,0,,,,-212.8550642044629,212.8550642044629,0,0,-40.566320963615,40.566320963615,3534.370735279197,-3534.370735279197
818,7,1437894000000,0,0,0,0,0,0,d,a,490,,,1,35,2010,"Mar,Jun,Sept,Dec",110.19172760317815,-110.19172760317815,0,0,4.495247415787162,-4.495247415787162,3357.725740541704,-3357.725740541704
821,7,1437894000000,0,0,0,0,0,0,a,a,1700,9,2009,0,,,,-131.76723690364815,131.76723690364815,0,0,23.893813781029166,-23.893813781029166,3387.4946101795067,-3387.4946101795067
827,7,1437894000000,0,0,0,0,0,0,a,c,250,1,2005,0,,,,-82.37248313747114,82.37248313747114,0,0,-15.079473205321847,15.079473205321847,3538.340942203504,-3538.340942203504
831,7,1437894000000,0,0,0,0,0,0,a,a,800,6,2007,0,,,,-200.64241819856852,200.64241819856852,0,0,41.98305623937267,-41.98305623937267,3396.3216614184203,-3396.3216614184203
833,7,1437894000000,0,0,0,0,0,0,d,c,3290,12,1999,1,35,2010,"Mar,Jun,Sept,Dec",-296.95757173615766,296.95757173615766,0,0,74.67781370092052,-74.67781370092052,3461.4751234769647,-3461.4751234769647
837,7,1437894000000,0,0,0,0,0,0,a,c,14600,4,2015,0,,,,238.08383544149274,-238.08383544149274,0,0,66.55111395526546,-66.55111395526546,3574.696053009073,-3574.696053009073
838,7,1437894000000,0,0,0,0,0,0,d,c,6890,,,1,48,2011,"Mar,Jun,Sept,Dec",-9.029808719236826,9.029808719236826,0,0,45.687605432754935,-45.687605432754935,3520.4060672363557,-3520.4060672363557
843,7,1437894000000,0,0,0,0,0,0,c,a,60,4,2006,0,,,,-300.4936081543965,300.4936081543965,0,0,-47.67075116228443,47.67075116228443,3421.808164369315,-3421.808164369315
847,7,1437894000000,0,0,0,0,0,0,c,c,190,,,1,31,2013,"Feb,May,Aug,Nov",-187.12833710306404,187.12833710306404,0,0,70.26295988965649,-70.26295988965649,3428.78093831343,-3428.78093831343
851,7,1437894000000,0,0,0,0,0,0,d,c,2330,,,1,49,2014,"Mar,Jun,Sept,Dec",50.12805498897251,-50.12805498897251,0,0,141.4468479673924,-141.4468479673924,3483.8078872171172,-3483.8078872171172
852,7,1437894000000,0,0,0,0,0,0,c,a,940,4,2004,1,14,2011,"Jan,Apr,Jul,Oct",-399.24259909670945,399.24259909670945,0,0,2.7756419699253456,-2.7756419699253456,3307.446532036469,-3307.446532036469
853,7,1437894000000,0,0,0,0,0,0,a,a,14040,,,0,,,,59.07243662269866,-59.07243662269866,0,0,59.417133681065025,-59.417133681065025,3430.8212399591575,-3430.8212399591575
859,7,1437894000000,0,0,0,0,0,0,c,a,21770,7,2015,0,,,,178.22766337926714,-178.22766337926714,0,0,255.61556743789333,-255.61556743789333,3479.0654656045663,-3479.0654656045663
861,7,1437894000000,0,0,0,0,0,0,c,c,740,,,1,14,2013,"Mar,Jun,Sept,Dec",-248.69857363884057,248.69857363884057,0,0,5.18700449872631,-5.18700449872631,3387.0818636006734,-3387.0818636006734
865,7,1437894000000,0,0,0,0,0,0,d,c,2640,,,0,,,,-66.15316875835379,66.15316875835379,0,0,90.0489556114735,-90.0489556114735,3561.9527176610136,-3561.9527176610136
867,7,1437894000000,2136,224,1,0,0,0,d,c,21810,9,2012,0,,,,2497.0669643741144,-361.0669643741144,2790.75896484375,-654.7589648437502,2284.664447657353,-148.66444765735287,5204.725701682444,-3068.725701682444
869,7,1437894000000,0,0,0,0,0,0,c,a,230,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",-322.8421152128476,322.8421152128476,0,0,-73.71890694689137,73.71890694689137,3276.8819958078675,-3276.8819958078675
870,7,1437894000000,0,0,0,0,0,0,a,a,780,4,2009,0,,,,-95.47137591394312,95.47137591394312,0,0,77.20018499303478,-77.20018499303478,3405.9244293320808,-3405.9244293320808
873,7,1437894000000,0,0,0,0,0,0,a,a,2040,11,2008,0,,,,-102.34194756445868,102.34194756445868,0,0,27.48150413442272,-27.48150413442272,3378.435188235395,-3378.435188235395
875,7,1437894000000,0,0,0,0,0,0,d,a,5070,11,2007,1,18,2015,"Feb,May,Aug,Nov",33.976895793026415,-33.976895793026415,0,0,127.1877518217625,-127.1877518217625,3277.799724242912,-3277.799724242912
876,7,1437894000000,0,0,0,0,0,0,a,a,21790,4,2005,1,18,2015,"Feb,May,Aug,Nov",-156.03715206502602,156.03715206502602,0,0,93.37770705629009,-93.37770705629009,3314.481945299165,-3314.481945299165
877,7,1437894000000,0,0,0,0,0,0,a,c,29190,,,0,,,,27.622065036972344,-27.622065036972344,0,0,-23.343895443194924,23.343895443194924,3598.4786835691775,-3598.4786835691775
881,7,1437894000000,0,0,0,0,0,0,a,a,180,3,2008,1,31,2013,"Feb,May,Aug,Nov",-184.9580258818196,184.9580258818196,0,0,30.88038521218914,-30.88038521218914,3303.235574494436,-3303.235574494436
882,7,1437894000000,0,0,0,0,0,0,a,a,30,4,2013,0,,,,-58.849915830907776,58.849915830907776,0,0,38.72992234635967,-38.72992234635967,3406.4535827417567,-3406.4535827417567
883,7,1437894000000,0,0,0,0,0,0,a,a,3200,6,2005,0,,,,-195.17880083877935,195.17880083877935,0,0,82.91497533727306,-82.91497533727306,3401.3118549821957,-3401.3118549821957
885,7,1437894000000,0,0,0,0,0,0,a,a,480,12,2005,0,,,,-177.37423417803257,177.37423417803257,0,0,-16.733098932021676,16.733098932021676,3367.172708041093,-3367.172708041093
890,7,1437894000000,0,0,0,0,0,0,a,a,4450,,,1,14,2011,"Jan,Apr,Jul,Oct",-29.239791670353043,29.239791670353043,0,0,76.07744210172314,-76.07744210172314,3286.691540472326,-3286.691540472326
892,7,1437894000000,0,0,0,0,0,0,a,a,19370,4,2002,0,,,,61.80470855537351,-61.80470855537351,0,0,82.19322811771053,-82.19322811771053,3455.4044851892686,-3455.4044851892686
895,7,1437894000000,0,0,0,0,0,0,a,c,4150,,,0,,,,-21.86884469848792,21.86884469848792,0,0,90.0489556114735,-90.0489556114735,3524.4355722182663,-3524.4355722182663
897,7,1437894000000,0,0,0,0,0,0,c,c,3290,1,2007,1,5,2013,"Feb,May,Aug,Nov",-150.80126473445762,150.80126473445762,0,0,20.0629594843449,-20.0629594843449,3404.9467399774876,-3404.9467399774876
901,7,1437894000000,0,0,0,0,0,0,a,c,3170,4,2014,0,,,,137.0277862820676,-137.0277862820676,0,0,90.0489556114735,-90.0489556114735,3539.4877042121952,-3539.4877042121952
917,7,1437894000000,0,0,0,0,0,0,a,a,7240,2,2010,0,,,,19.87514388604359,-19.87514388604359,0,0,124.81387888599056,-124.81387888599056,3433.810372199281,-3433.810372199281
920,7,1437894000000,0,0,0,0,0,0,a,a,850,2,2012,1,40,2014,"Jan,Apr,Jul,Oct",-29.20645554339262,29.20645554339262,0,0,211.19877272058147,-211.19877272058147,3334.104347783985,-3334.104347783985
930,7,1437894000000,0,0,0,0,0,0,a,a,70,,,0,,,,-146.20702189429448,146.20702189429448,0,0,18.794878534561576,-18.794878534561576,3388.6863966906676,-3388.6863966906676
937,7,1437894000000,0,0,0,0,0,0,d,a,2810,,,1,10,2014,"Jan,Apr,Jul,Oct",-1.781737758015879,1.781737758015879,0,0,161.68045931268352,-161.68045931268352,3288.657399534859,-3288.657399534859
939,7,1437894000000,0,0,0,0,0,0,d,a,1340,,,0,,,,-136.53181319824125,136.53181319824125,0,0,77.20018499303478,-77.20018499303478,3433.918436786742,-3433.918436786742
945,7,1437894000000,0,0,0,0,0,0,a,c,12480,3,2011,0,,,,142.82767764207983,-142.82767764207983,0,0,170.19807516742367,-170.19807516742367,3568.575324750127,-3568.575324750127
949,7,1437894000000,0,0,0,0,0,0,a,a,870,3,2006,0,,,,-144.71716029823892,144.71716029823892,0,0,77.20018499303478,-77.20018499303478,3407.39871755318,-3407.39871755318
958,7,1437894000000,0,0,0,0,0,0,a,a,440,11,2013,0,,,,-18.98467353333308,18.98467353333308,0,0,-16.733098932021676,16.733098932021676,3376.280332385184,-3376.280332385184
963,7,1437894000000,0,0,0,0,0,0,a,c,23620,11,2013,0,,,,412.9111468621295,-412.9111468621295,0,0,51.982979647404136,-51.982979647404136,3567.845540378825,-3567.845540378825
965,7,1437894000000,0,0,0,0,0,0,a,c,110,,,0,,,,-21.147440143487984,21.147440143487984,0,0,25.928858808762016,-25.928858808762016,3511.661968200933,-3511.661968200933
974,7,1437894000000,0,0,0,0,0,0,a,a,150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct",-54.02610953905514,54.02610953905514,0,0,117.8464329760136,-117.8464329760136,3326.303471976833,-3326.303471976833
975,7,1437894000000,0,0,0,0,0,0,a,c,9630,,,1,14,2011,"Jan,Apr,Jul,Oct",123.51822140490185,-123.51822140490185,0,0,142.8882249515118,-142.8882249515118,3424.203951825679,-3424.203951825679
981,7,1437894000000,0,0,0,0,0,0,d,c,2620,11,2002,0,,,,-317.46352392977496,317.46352392977496,0,0,112.83415739942211,-112.83415739942211,3539.3691574020777,-3539.3691574020777
982,7,1437894000000,0,0,0,0,0,0,d,a,21930,,,0,,,,183.56574294330585,-183.56574294330585,0,0,149.0968888919415,-149.0968888919415,3494.090189117269,-3494.090189117269
983,7,1437894000000,0,0,0,0,0,0,a,a,40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct",-122.30640320276143,122.30640320276143,0,0,120.57421626854557,-120.57421626854557,3240.4860574090562,-3240.4860574090562
985,7,1437894000000,0,0,0,0,0,0,c,c,490,5,2007,1,13,2010,"Jan,Apr,Jul,Oct",57.899560963033764,-57.899560963033764,0,0,74.57923843670505,-74.57923843670505,3431.7542476699455,-3431.7542476699455
987,7,1437894000000,0,0,0,0,0,0,c,a,1690,6,2007,0,,,,-273.7863129856596,273.7863129856596,0,0,92.92030101228374,-92.92030101228374,3416.861498078768,-3416.861498078768
993,7,1437894000000,0,0,0,0,0,0,d,c,3460,10,2013,1,10,2014,"Jan,Apr,Jul,Oct",-41.605106032855474,41.605106032855474,0,0,194.91405110765118,-194.91405110765118,3404.370036237611,-3404.370036237611
999,7,1437894000000,0,0,0,0,0,0,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct",214.8622714135563,-214.8622714135563,0,0,150.01382028270382,-150.01382028270382,3568.2574541181966,-3568.2574541181966
1004,7,1437894000000,0,0,0,0,0,0,d,c,970,,,1,9,2011,"Mar,Jun,Sept,Dec",121.3816781643136,-121.3816781643136,0,0,96.51445930410046,-96.51445930410046,3413.3579071691493,-3413.3579071691493
1006,7,1437894000000,0,0,0,0,0,0,c,c,3890,11,2006,1,5,2013,"Feb,May,Aug,Nov",15.069437932155779,-15.069437932155779,0,0,66.28870563913006,-66.28870563913006,3361.156872840278,-3361.156872840278
1014,7,1437894000000,0,0,0,0,0,0,a,c,210,,,1,31,2013,"Jan,Apr,Jul,Oct",-87.59892910596955,87.59892910596955,0,0,43.57721485901493,-43.57721485901493,3417.287594657828,-3417.287594657828
1019,7,1437894000000,0,0,0,0,0,0,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct",322.69304089995785,-322.69304089995785,0,0,186.18137090612072,-186.18137090612072,3456.0834244690486,-3456.0834244690486
1024,7,1437894000000,0,0,0,0,0,0,c,c,1990,1,2012,0,,,,-41.24503756921695,41.24503756921695,0,0,47.02913480210918,-47.02913480210918,3565.9355090288736,-3565.9355090288736
1028,7,1437894000000,0,0,0,0,0,0,a,a,150,,,1,31,2013,"Jan,Apr,Jul,Oct",-139.71956061728906,139.71956061728906,0,0,37.6173523883881,-37.6173523883881,3293.6488471556513,-3293.6488471556513
1031,7,1437894000000,0,0,0,0,0,0,d,a,590,5,2001,0,,,,-62.16245691409131,62.16245691409131,0,0,87.07687010574955,-87.07687010574955,3434.8522019485827,-3434.8522019485827
1034,7,1437894000000,0,0,0,0,0,0,a,a,13750,4,2015,0,,,,236.48629530517428,-236.48629530517428,0,0,105.80255257297176,-105.80255257297176,3446.471731316822,-3446.471731316822
1037,7,1437894000000,0,0,0,0,0,0,a,c,150,,,0,,,,11.515874128964242,-11.515874128964242,0,0,63.7691599350037,-63.7691599350037,3510.8920695865527,-3510.8920695865527
1041,7,1437894000000,0,0,0,0,0,0,c,a,1600,8,2013,1,40,2014,"Jan,Apr,Jul,Oct",-242.5508518120496,242.5508518120496,0,0,90.11963861394543,-90.11963861394543,3329.2895088777295,-3329.2895088777295
1055,7,1437894000000,0,0,0,0,0,0,c,a,1980,4,2009,0,,,,-197.41503780773564,197.41503780773564,0,0,58.84717135835308,-58.84717135835308,3427.020590357075,-3427.020590357075
1064,7,1437894000000,0,0,0,0,0,0,a,c,420,,,0,,,,21.6446455859641,-21.6446455859641,0,0,83.67465367127079,-83.67465367127079,3511.355130554555,-3511.355130554555
1065,7,1437894000000,0,0,0,0,0,0,a,a,1290,,,1,35,2011,"Mar,Jun,Sept,Dec",129.5389804194092,-129.5389804194092,0,0,89.38047902990002,-89.38047902990002,3307.02654188592,-3307.02654188592
1066,7,1437894000000,0,0,0,0,0,0,a,a,3350,,,0,,,,-124.74234601722401,124.74234601722401,0,0,94.08326547551769,-94.08326547551769,3396.6792600191548,-3396.6792600191548
1067,7,1437894000000,0,0,0,0,0,0,d,c,12020,7,2009,0,,,,95.66877873402518,-95.66877873402518,0,0,191.90390836406368,-191.90390836406368,3588.4725515902683,-3588.4725515902683
1069,7,1437894000000,0,0,0,0,0,0,a,c,18050,,,1,14,2011,"Jan,Apr,Jul,Oct",187.31971339542633,-187.31971339542633,0,0,97.2130449931683,-97.2130449931683,3447.868096497492,-3447.868096497492
1071,7,1437894000000,0,0,0,0,0,0,a,a,820,3,2012,1,35,2012,"Mar,Jun,Sept,Dec",91.81839479986684,-91.81839479986684,0,0,89.38047902990002,-89.38047902990002,3318.0742923495127,-3318.0742923495127
1075,7,1437894000000,0,0,0,0,0,0,a,c,1410,10,2013,0,,,,112.9264935253077,-112.9264935253077,0,0,95.50245540547985,-95.50245540547985,3505.335793705366,-3505.335793705366
1078,7,1437894000000,0,0,0,0,0,0,d,c,670,,,1,40,2011,"Jan,Apr,Jul,Oct",-1.3210159875243335,1.3210159875243335,0,0,143.75295834947246,-143.75295834947246,3496.4830655651167,-3496.4830655651167
1083,7,1437894000000,0,0,0,0,0,0,d,c,11540,,,1,5,2013,"Feb,May,Aug,Nov",330.7697898448869,-330.7697898448869,0,0,193.6596921603741,-193.6596921603741,3422.7258511598047,-3422.7258511598047
1084,7,1437894000000,0,0,0,0,0,0,a,a,190,,,1,13,2010,"Jan,Apr,Jul,Oct",206.62251377494158,-206.62251377494158,0,0,37.20322909165043,-37.20322909165043,3277.9085690082575,-3277.9085690082575
1086,7,1437894000000,0,0,0,0,0,0,a,a,180,11,2013,1,18,2011,"Feb,May,Aug,Nov",364.3690400138257,-364.3690400138257,0,0,28.069201610571326,-28.069201610571326,3257.167309898039,-3257.167309898039
1092,7,1437894000000,0,0,0,0,0,0,a,a,300,7,2000,1,40,2014,"Jan,Apr,Jul,Oct",-121.04080656004862,121.04080656004862,0,0,260.77054934907574,-260.77054934907574,3299.950990073994,-3299.950990073994
1096,7,1437894000000,0,0,0,0,0,0,a,c,1130,,,1,10,2014,"Mar,Jun,Sept,Dec",161.94821798608427,-161.94821798608427,0,0,177.04054170060772,-177.04054170060772,3348.1018630618637,-3348.1018630618637
1098,7,1437894000000,0,0,0,0,0,0,a,a,1830,11,2004,0,,,,-139.7248363393801,139.7248363393801,0,0,43.16005652356762,-43.16005652356762,3372.1534108328924,-3372.1534108328924
1101,7,1437894000000,0,0,0,0,0,0,d,c,4060,9,2012,0,,,,98.06804034279412,-98.06804034279412,0,0,116.39074438024181,-116.39074438024181,3558.0538341004576,-3558.0538341004576
1106,7,1437894000000,0,0,0,0,0,0,a,c,5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct",32.71349260792067,-32.71349260792067,0,0,103.22209518361706,-103.22209518361706,3425.3503815011063,-3425.3503815011063
1112,7,1437894000000,0,0,0,0,0,0,c,c,1880,4,2006,0,,,,-142.98953023783724,142.98953023783724,0,0,150.06006794381756,-150.06006794381756,3547.1459785783954,-3547.1459785783954
1115,7,1437894000000,0,0,0,0,0,0,d,c,5350,,,1,22,2012,"Mar,Jun,Sept,Dec",90.2648145274079,-90.2648145274079,173.6,-173.6,193.05786865163464,-193.05786865163464,3445.671674898884,-3445.671674898884
10,6,1437807600000,4713,475,1,0,0,1,a,a,3160,9,2009,0,,,,4129.887915103593,583.1120848964074,4066.3502783203126,646.6497216796874,4018.9992467682423,694.0007532317577,5760.841029820265,-1047.8410298202652
11,6,1437807600000,4712,642,1,0,0,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",5287.596655099935,-575.5966550999347,5175.385,-463.3850000000002,5557.001122757381,-845.0011227573814,5709.814003976673,-997.8140039766731
16,6,1437807600000,6105,571,1,0,0,0,a,c,3270,,,0,,,,5957.222189593309,147.77781040669106,5780.38306640625,324.6169335937502,5510.305180169231,594.6948198307691,5776.1709008880425,328.8290991119575
28,6,1437807600000,1864,231,1,0,0,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",2550.4630095313805,-686.4630095313805,2137.6,-273.5999999999999,2312.03426914621,-448.03426914621014,4939.099626711133,-3075.099626711133
36,6,1437807600000,10830,1107,1,0,0,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",9773.352465216934,1056.6475347830656,10064.19,765.8099999999995,9964.952783934361,865.0472160656391,6502.179288350482,4327.820711649518
39,6,1437807600000,2022,300,1,0,0,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",2558.1534804969588,-536.1534804969588,2513.64,-491.6399999999999,2676.3039951841893,-654.3039951841893,5113.291288498935,-3091.2912884989346
